title,address,date,description,price,phone,link
1 bedroom flat for sale,"Rannoch Street, Glasgow, Lanarkshire, G44",09/06/2020,"Immaculately presented traditional ground floor flat situated in a much sought after and most convenient south side residential location. The property is found in good order throughout with accommodation comprising reception hallway, well presented living area/ stylish modern kitchen,...","£68,000",0141 392 0071,https://www.rightmove.co.uk//property-for-sale/property-71037390.html
2 bedroom flat for sale,"Firpark Court, Glasgow, Lanarkshire, G31",09/06/2020,"Countrywide Estate Agents are delighted to present to the open market this fantastic modern first floor flat, which will be of immediate interest to a number of buyer types looking to make best use of the secure parking and the location close to the town centre, Merchant city and hospital. The p...","£145,000",0141 392 0078,https://www.rightmove.co.uk//property-for-sale/property-71037372.html
2 bedroom flat for sale,"Greenhill Ave, Gartcosh, Glasgow, G69 8BN",09/06/2020,"Two bedroomed flat enjoying a spacious plot, which backs onto open fields and is well situated within easy reach of the local amenities along with being recently modernisation and upgraded. Suite...","£75,000",0141 392 0900,https://www.rightmove.co.uk//property-for-sale/property-93298349.html
5 bedroom house for sale,"Bellshill Road, Uddingston, Glasgow",09/06/2020,"An exceptionally well finished, substantial detached villa which has been beautifully designed and sits within a large private gated garden. This highly efficient eco home has been super insulated and features triple and quadruple glazed windows, a mechanical heat recovery ventilation sy...","£799,000",01698 650083,https://www.rightmove.co.uk//property-for-sale/property-93289337.html
1 bedroom ground floor flat for sale,"4 Maxwell Gardens, Glasgow, G41",09/06/2020,"
Seldom available, this ground floor flat is ideal for first time buyers or the young professional. The accommodation comprises of a welcoming hallway, large lounge, fitted kitchen floor and wall mounted units, a bright and spacious double bedroom with fitted wardrobes and bathroom with generous ...","£65,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-93283019.html
3 bedroom flat for sale,"Derby Street, Finnieston",08/06/2020,"A large three bedroom, second floor flat set in this refurbished tenement close to the thriving Finnieston Strip. ","£245,000",0141 392 0003,https://www.rightmove.co.uk//property-for-sale/property-93269018.html
4 bedroom detached house for sale,"Greenlees Road,
Cambuslang,
G72",08/06/2020,"The Trinity is a four bedroom home designed for modernfamily living. Its features include an open plan dining and family area withdouble doors leading outside, the front also leads onto the kitchen and thenthrough to the utility which leads outside. A separate lounge is located at thefront of the...","£329,995",0141 392 0376,https://www.rightmove.co.uk//property-for-sale/property-71016387.html
4 bedroom detached house for sale,"Greenlees Road,
Cambuslang,
G72",08/06/2020,"The Lismore is a perfectly-proportioned four bedroom detached home with single integral garage. Downstairs the Lismore features a welcoming hall with under-stairs storage, lounge to the front with triple window, large kitchen/dining room with French doors leading to the rear garden, separate util...","£269,995",0141 392 0376,https://www.rightmove.co.uk//property-for-sale/property-71016393.html
2 bedroom apartment for sale,"Woodhouse Court, Busby, G76",08/06/2020,This two -bedroom flat is set in the highly popular Clarkston area of Glasgow.,"£124,995",0141 392 0040,https://www.rightmove.co.uk//property-for-sale/property-93263798.html
3 bedroom flat for sale,"St Mungo's Ave, Glasgow, G4",08/06/2020,@@@ANOTHER 'TIPTOP' PROPERTY FOR SALE@@@ IDEAL CITY CENTRE LOCATION WITH RESIDENTS PARKING SPACIOUS LOUNGE 3 DOUBLE BEDROOMS BREAKFASTING KITCHEN SHOWER-ROOM,"£149,000",0141 392 0015,https://www.rightmove.co.uk//property-for-sale/property-71014242.html
2 bedroom flat for sale,"Craigpark Drive, Dennistoun, G31",08/06/2020,"In need of a degree of internal modernisation but offering excellent potential and ideally located for Glasgow City Centre and Universities. Top floor flat with South facing Balcony . The accommodation comprises Reception Hall, Lounge with Veranda off, Kitchen, 2 Double Bedrooms and Bathroo (cont.)","£89,500",0141 392 0015,https://www.rightmove.co.uk//property-for-sale/property-71014239.html
4 bedroom detached bungalow for sale," Windyridge, Methven Road, Whitecraigs, G46 6TG",03/12/2019,"Windyridge is an outstanding and particularly spacious period detached family home, set within mature private gardens, located in one of Whitecraigs most coveted addresses.","£895,000",0141 392 0210,https://www.rightmove.co.uk//property-for-sale/property-87143513.html
3 bedroom terraced house for sale,"Lindsay Road, East Kilbride, G74",08/06/2020,"A three bedroomed terraced house at 43 Lindsay Road in East Kilbride. A fantastic opportunity and great area, well positioned close to the shopping centre and train station. Some renovations required, huge chance for a project to add value to. Get in touch for more information!","£150,000",01355 516014,https://www.rightmove.co.uk//property-for-sale/property-93165080.html
4 bedroom detached villa for sale,"Grahamston Park, Barrhead, Glasgow, G78 1NJ",08/06/2020,*** UNEXPECTEDLY BACK ON THE MARKET *** A well maintained modern detached villa offering spacious and flexible family accommodation. This superb family home is situated within one of Barrhead's most sought after developments. The property enjoys a peaceful cul-de-sac setting...,"£199,950",0141 392 0220,https://www.rightmove.co.uk//property-for-sale/property-84095402.html
Parking for sale,Elderslie Street,08/06/2020, WEST END PARKING SPACE FOR SALE A Single bay parking space in popular Woodlands. Parking spaces in this sought after West End location are rarely available either to rent of buy. ,"£25,000",0141 392 0299,https://www.rightmove.co.uk//property-for-sale/property-80646826.html
2 bedroom flat for sale,"Talisman Road, Knightswood, Glasgow, G13",08/06/2020,"An impressive two bedroom upper cottage flat within attractive setting. The subjects are in truly walk-in condition and offers stylish accommodation comprising private entrance, staircase to upper hallway with practical storage cupboard off, beautiful principal lounge, superb modern fitted kitch...","£110,000",0141 392 0102,https://www.rightmove.co.uk//property-for-sale/property-71012601.html
2 bedroom flat for sale,"Kilmarnock Road, Glasgow, Lanarkshire, G41",08/06/2020,"Well presented ground floor traditional flat set within substantial sandstone building situated within a most convenient central Shawlands residential location. The accommodation in full comprises most welcoming reception hallway, bay windowed lounge, impressive modern fitted kitchen, two delig...","£125,000",0141 392 0071,https://www.rightmove.co.uk//property-for-sale/property-71011254.html
1 bedroom ground floor flat for sale,"Lethington Avenue, Glasgow, G41",08/06/2020,UNDER OFFER UNDER OFFER UNDER OFFER ,"£74,994",0141 392 0197,https://www.rightmove.co.uk//property-for-sale/property-93252395.html
2 bedroom flat for sale,"77 Port Dundas Road, Glasgow, G4",08/06/2020,"Centrally located within the much admired Fourth Quarter development within walking distance of the City Centre, this preffered first floor luxury apartment must be viewed internally to appreciate the fabulous presentation to be found within. Boasting residents lift access, internal landscaped c...","£168,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-74295458.html
2 bedroom flat for sale,"36 Ingram Street, Merchant City, Glasgow, G1 1EZ",08/06/2020,Two double bedroom first floor flat in the sought after Merchant Exchange building,"£175,000",0131 291 0140,https://www.rightmove.co.uk//property-for-sale/property-76908433.html
2 bedroom flat for sale,"Salmona Street, Possilpark, Glasgow, G22 5NZ",08/06/2020,"**VIDEO TOUR** 2 Bedroom Fully Refurbished Internally and Externally Ground Floor Cottage Flat With Gas Central Heating, PVC Double Glazing, Modern High Gloss Kitchen, Smart Modern Bathroom With Roll Top Bath, Private Gardens, Decking. ","£75,000",0141 392 0417,https://www.rightmove.co.uk//property-for-sale/property-93247052.html
4 bedroom detached house for sale,"Ellismuir Park - Off Muirside Road, Glasgow, G71 7FN",06/06/2020,Elegant DETACHED home with OPEN-PLAN kitchen/dining with FRENCH DOORS to the GARDEN. A feature BAY-WINDOW to the lounge. Two EN-SUITE shower rooms. GARAGE.,"£292,000",0141 392 0035,https://www.rightmove.co.uk//property-for-sale/property-93217361.html
2 bedroom flat for sale,"51 Kinnell Path, Glasgow, G52",06/06/2020,"This Property is a well presented second floor apartment in the sought after area of Cardonald. This modern flat refurbished externally comprises hallway, kitchen, lounge, bathroom and two bedrooms. The home boasts several features including gas central heating, double glazing, modern fitted kitc...","£70,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-93211223.html
2 bedroom apartment for sale,"Plot 20 - The Picture House, Finlay Drive, Glasgow, G31",06/06/2020,"Plot 20 is a spacious 2 bedroom apartment situated on the fourth floor. The apartment features an open plan living kitchen area, 2 double bedrooms with master en suite and terrace.","£199,500",0141 392 0161,https://www.rightmove.co.uk//property-for-sale/property-80583676.html
4 bedroom detached house for sale,"off Neilston Road,
Neilston,
Glasgow,
G78 3NR",06/06/2020,"This family home boasts French doors from the lounge to the garden, plus a separate dining room is a handy addition. Four bedrooms are offered upstairs with master en suite. ","£240,000",0141 392 0874,https://www.rightmove.co.uk//property-for-sale/property-80558092.html
3 bedroom semi-detached house for sale,"Ellismuir Farm Road,
Glasgow,
G71",06/06/2020,The Baxter boasts an impressive and flexible lounge & dining space with direct access to the rear garden. Upstairs offers three spacious rooms and a practical family bathroom.,"£185,000",0141 392 0863,https://www.rightmove.co.uk//property-for-sale/property-80557939.html
4 bedroom detached house for sale,"off Harvester Avenue,
Cambuslang,
Glasgow,
G72",06/06/2020,The new Geddes 5 offers a kitchen diner which stretches the full width of the home & also offers access to the rear garden. Upstairs boasts 2 en suites and family bathroom.,"£291,000",0141 392 0858,https://www.rightmove.co.uk//property-for-sale/property-80558014.html
4 bedroom detached house for sale,"Aurs Road,
Barrhead,
Glasgow,
G78",06/06/2020, 4 bedroom home features OPEN PLAN living with INTEGRATED APPLIANCES and BI-FOLDS. Master with FITTED WARDROBE and EN SUITE. INTEGRAL GARAGE ,"£329,995",0141 392 0461,https://www.rightmove.co.uk//property-for-sale/property-93182759.html
4 bedroom detached house for sale,"Aurs Road,
Barrhead,
Glasgow,
G78",06/06/2020, Need impressing? This extraordinary home features OPEN PLAN living with INTEGRATED APPLIANCES and BI-FOLD doors. The master includes FITTED WARDROBES and an EN SUITE. ,"£334,995",0141 392 0461,https://www.rightmove.co.uk//property-for-sale/property-93182762.html
6 bedroom flat for sale,"Flat 2/1, 90 Forth Street, Pollokshields, Glasgow, G41",05/06/2020,"This traditional 6 bedroom tenement flat offers flexible accommodation over 2 floors. Internally the property comprises of welcoming reception hallway, front facing bay window lounge, good sized dining kitchen, three double bedrooms with ample storage. Three piece shower room completes the first ...","£190,000",0141 392 0062,https://www.rightmove.co.uk//property-for-sale/property-77290939.html
2 bedroom flat for sale,"Gertrude Place, Glasgow, G78",05/06/2020,"Excellent opportunity to acquire this fully refurbished second floor flat located in a quiet residential area of Barrhead. Would appeal to both first time buyers or the vibrant lettings market. Accommodation comprises large bright lounge, brand new fully fitted kitchen, two double bedrooms, both...","£58,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-93171743.html
Studio flat for sale,Blackfriars Road Glasgow G1,05/06/2020,Studio apartment situated on 6th floor of a purpose built student accomodation block in the heart of the city.,"£69,500",0141 392 0328,https://www.rightmove.co.uk//property-for-sale/property-93163442.html
3 bedroom semi-detached house for sale,"Weymouth Drive, Kelvindale, Glasgow, G12 0ET",05/06/2020,*EXCELLENT SCHOOLING AREA* *SEMI-DETACHED* *DRIVEWAY* *DETACHED GARAGE* *CONVERTED ATTIC SPACE*,"£269,950",0141 392 0506,https://www.rightmove.co.uk//property-for-sale/property-80289367.html
2 bedroom flat for sale,"Killermont View , Bearsden, Glasgow , G20 0TZ",05/06/2020,"HD Property Video available.VIEWING BY APPOINTMENT ONLY.Having recently undergone an extensive programme of refurbishment, an impeccable two bedroom ground floor flat enjoying an idyllic setting next to the River Kelvin and Glasgow (Killermont) Golf Club. Built by Barratt Homes a...","£132,000",0141 392 0185,https://www.rightmove.co.uk//property-for-sale/property-70958499.html
2 bedroom flat for sale,"Sauchiehall Street , Kelvingrove, Glasgow, G3",05/06/2020,"Just a few meters from the beautiful Kelvin Way, this two bedroom recently refurbished traditional basement flat is perfect as an investment with tenants in situ.
 
 ","£187,000",0141 392 0445,https://www.rightmove.co.uk//property-for-sale/property-80524816.html
3 bedroom flat for sale,"8 Kirklee Terrace, Kelvinside, G12 0TH",05/06/2020," A truly stunning and newly refurbished three bedroom, first floor conversion, within a striking A-listed terrace. ","£570,000",0141 392 0135,https://www.rightmove.co.uk//property-for-sale/property-93154409.html
1 bedroom flat for sale," 24 Waverley Street,  Shawlands, G41",25/06/2020,"An extremely spacious and immaculately presented one bedroom traditional flat with the all-important, dining sized kitchen. Situated on the top floor of a traditional tenement within one of Shawlands most sought after streets, viewing is imperative to appreciate the standard of accommodation on o...","£150,000",0141 392 0338,https://www.rightmove.co.uk//property-for-sale/property-71460417.html
2 bedroom flat for sale,"178 Boreland Drive, Knightswood, G13 3TR",05/06/2020,"Set in a quiet Knightswood location, this 2 bedroom upper cottage flat provides bright and spacious accommodation at a very attractive price. The property has side and rear garden sections and will appeal to a wide range of buyers. Local schooling, public transport and excellent recreational faci...","£105,000",0141 392 0288,https://www.rightmove.co.uk//property-for-sale/property-93152798.html
3 bedroom bungalow for sale,"Hillside Terrace, Milton of Campsie, Glasgow, East Dunbartonshire, G66",05/06/2020,"Seldom available to the open market is this beautifully presented and impressively sized detached bungalow within the sought after and picturesque locale of Hillside Terrace. Offered over the one level, the internal specification of the property comprises of reception porch, entrance ...","£255,000",0141 392 0079,https://www.rightmove.co.uk//property-for-sale/property-93150104.html
3 bedroom terraced house for sale,"Wardlaw Crescent, East Kilbride, G75",04/06/2020,"Three bedroom mid terraced villa, situated in a much sought after locale within East Kilbride.","£104,950",0141 392 0040,https://www.rightmove.co.uk//property-for-sale/property-93130679.html
1 bedroom flat for sale,"Mull , Glasgow",04/06/2020,"Rarely available one bedroom top floor flat in the sought after St Leonards area of East Kilbride which has just been decorated throughout. Features include brand new kitchen with integrated hob and oven (still in the wrapper), fantastic storage space, gas central heating and spectacular views...","£50,000",0161 468 1430,https://www.rightmove.co.uk//property-for-sale/property-78517135.html
2 bedroom apartment for sale,"Lorraine Gardens, Dowanhill, Glasgow",04/06/2020,"This is a delightful two-bedroom garden conversion forming part of a particularly handsome blonde sandstone terrace townhouse in the Heart of Dowanhill. Forming part of the prestigious tree lined ‘Lorraine Gardens built circa 1890 by James Thomson this is a classic, bay windowed terrace of ...","£245,000",0141 392 0201,https://www.rightmove.co.uk//property-for-sale/property-76750189.html
2 bedroom park home for sale,"Deer Ridge Drive, Red Deer Village, Stepps, G33 6FT",04/06/2020,"***SEE VIRTUAL TOUR*** Keys Estate Agents are delighted to offer to the market, this seldom available Larger style Bungalow/Residential Park home, set within the over 50's community, located in R...","£144,950",0141 392 0463,https://www.rightmove.co.uk//property-for-sale/property-70934268.html
3 bedroom terraced house for sale,"82 Alderman Road, Knightswood, Glasgow, G13 3YE",04/06/2020,Stunning and recently upgraded three or four bedroom mid terraced house in excellent internal order - PART EXCHANGE AVAILABLE,"£165,000",0131 291 0140,https://www.rightmove.co.uk//property-for-sale/property-80476204.html
1 bedroom flat for sale,"Old Shettleston Road, Glasgow",03/06/2020,"Presented to the market is this traditional sandstone one-bedroom upper flat in Shettleston in the east end of Glasgow. Features include kitchen with white goods, double bedroom, modern bathroom, good size living room with bay window and fireplace.","£50,000",0161 468 1430,https://www.rightmove.co.uk//property-for-sale/property-80443018.html
3 bedroom semi-detached house for sale,"Craigswood Way, Baillieston, Glasgow, Lanarkshire, G69",03/06/2020,Immediate internal viewing is strongly recommended to fully appreciate this professionally converted semi detached villa by Persimmon Homes which offers outstanding accommodation throughout which is tailor made for todays discerning family buyer. The property comprises entrance hallway...,"£190,000",0141 392 0075,https://www.rightmove.co.uk//property-for-sale/property-80441140.html
2 bedroom ground floor flat for sale,"Bolton Drive, Mount Florida, Glasgow, G42 9DR",03/06/2020,"2 Bedroom Ground Floor Flat Within Superb Locale, Gas Central Heating, PVC Double Glazing, Quality High Gloss New Kitchen, New Flooring And Décor Throughout, Master Bedroom With En-Suite, Second Good Size Bedroom, Ample Parking Located Outside, Viewing Advised.","£169,995",0141 392 0417,https://www.rightmove.co.uk//property-for-sale/property-93022694.html
2 bedroom terraced house for sale,"Leglen Wood Place, Robroyston",03/06/2020,"This two bedroom, mid-terraced property has been presented and maintained to a good standard throughout. The property is located within a desirable location and will appeal to a number of discerning buyers. Further benefits include, GCH, DG, Private Garden & Driveway. EER - C","£124,995",0141 392 0298,https://www.rightmove.co.uk//property-for-sale/property-80435290.html
2 bedroom flat for sale,"Meadowwell Street, Glasgow, Lanarkshire, G32",03/06/2020,Slater Hogg & Howison are delighted to bring to the market this well presented traditional Red sandstone second floor flat occupying this ever popular position within Tollcross. The property would undoubtedly appeal to a wide range of buyers offering flexible living accommodation...,"£70,000",0141 392 0098,https://www.rightmove.co.uk//property-for-sale/property-70912260.html
3 bedroom flat for sale,"407 Chirnside Road, , Glasgow, G52 2LB",02/06/2020,"Excellent development opportunity, two/three-bed upper cottage starter flat, a perfect project in need of light upgrade.","£78,000",0131 291 0140,https://www.rightmove.co.uk//property-for-sale/property-70872687.html
2 bedroom ground floor flat for sale,"Bowmont Gardens, West End, Glasgow, G12 9LR",02/06/2020,"An Immaculately Fully Refurbished 2 Bedroom Larger Style Raised Ground Floor Blonde Sandstone Fronted Apartment Within Leafy Popular West End Address, Gas Central Heating, Traditional Timber & Glazed Sash & Case Windows, Original Coving, High Quality Integrated Open Plan Kitchen, Smart Shower Room.","£425,000",0141 392 0417,https://www.rightmove.co.uk//property-for-sale/property-93023984.html
2 bedroom flat for sale,"Muirkirk Drive, Anniesland",02/06/2020,"BE THE FIRST TO VIEW AFTER LOCKDOWN, REGISTER YOUR DETAILS TODAY! Rarely available within this much sought after development, this fully refurbished lower cottage flat offers immaculately presented, well proportioned accommodation with all amenities and transport links with easy reach. Accommo...","£129,500",0141 392 0192,https://www.rightmove.co.uk//property-for-sale/property-93023168.html
4 bedroom detached house for sale,"Malletsheugh Road,
Newton Mearns,
Glasgow,
G77",02/06/2020,"A practical family home designed for modern living where light and space rule. An open-plan kitchen with adjacent utility room has bright dining and family areas leading to the garden via a glazed bay. The spacious lounge has plenty of room to relax in, and an integral garage provides added secur...","£431,995",0141 392 0346,https://www.rightmove.co.uk//property-for-sale/property-80878126.html
3 bedroom flat for sale,"Claddens Quadrant, Parkhouse, Glasgow, G22",02/06/2020,"This is an excellent opportunity to acquire this upper apartment with open aspects, set in a block of four located within a popular residential pocket of Parkhouse. The accommodation comprises of the entrance hallway, bright and spacious lounge, fitted kitchen with quality floor and wa...","£75,000",0141 392 0098,https://www.rightmove.co.uk//property-for-sale/property-70865145.html
1 bedroom flat for sale,"Harley Street, Ibrox, Glasgow",02/06/2020,"Austin Beck Estate Agents proudly presents to the market this superb 1 Bedroom, Red Sandstone Traditional flat situated on the preferred First Floor. Early viewing recommended. EER Band C.","£62,000",0141 392 0112,https://www.rightmove.co.uk//property-for-sale/property-68001705.html
3 bedroom detached house for sale,"Waukglen Avenue,
Glasgow,
G53 7YZ",01/06/2020,"Enjoy the best of modern living in this most popular three-bedroom home which benefits from a stylish open plan kitchen/diner with French doors leading into the garden. The Elgin's bright front aspect lounge, separate utility room, handy storage cupboard and downstairs cloakroom complete the grou...","£239,995",0141 392 0849,https://www.rightmove.co.uk//property-for-sale/property-70841196.html
2 bedroom semi-detached house for sale,"Kingsway, Scotstoun",01/06/2020,"MQ Estate Agents are delighted to present to the market this seldom available, two bedroom semi-detached property. This completely refurbished, spacious home is set in an ideal position close to local amenities with a driveway and beautiful garden. The property is fully double glazed and has a ...","£165,000",0141 392 0198,https://www.rightmove.co.uk//property-for-sale/property-80384770.html
2 bedroom terraced house for sale,"Evan Drive, Glasgow",01/06/2020,"Beautifully presented mid-terraced villa which has been extended and extensively upgraded by the current owners providing a truly walk-in condition family home. Located on a quiet residential street, the property boasts a fantastic position within walking distance of an array of amenities in cent...","£215,000",01298 445019,https://www.rightmove.co.uk//property-for-sale/property-92968007.html
3 bedroom flat for sale,"Crofton Avenue, Glasgow, G44",31/05/2020,"A beautifully presented upper cottage flat, lovely family home conveniently located for a host of amenities and transport links. This fabulous property comprises a welcoming hallway, spacious lounge, kitchen, three double bedrooms and a FLOORED ATTIC room. Family bathroom with shower. There are g...","£90,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-92945861.html
1 bedroom apartment for sale,"Southbrae Drive,
Glasgow,
G13",29/05/2020,"Remote reservations are now available. Reserve for ?99. Our Sales Consultants are on hand to discuss this home - get in touch online or give us a call.
This luxurious one bedroom apartment is the only one of its kind at Jordanhill Park and benefits from a spacious open plan living and dining area...","£229,000",0141 392 0009,https://www.rightmove.co.uk//property-for-sale/property-92878715.html
5 bedroom flat for sale,"Oakfield Avenue, Flat 1/1, Glasgow, Hillhead, G12 8JE",29/05/2020,"Held within an attractive, blonde sandstone tenement and enjoying a preferred, first floor position, this substantial, five bedroom apartment with HMO license is a fantastic Buy To Let acquisition for landlords seeking to enlarge their portfolio. Minutes walk from amenities on Great Western Road ...","£299,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-70790733.html
4 bedroom detached house for sale,"Oakridge Road,
Bargeddie,
Glasgow,
G69",01/11/2019,"Enjoy family meals in the spacious dining kitchen that's filled with natural light from the full height glazed bay.
There's also a separate utility room for a little extra practical space. A light and airy lounge ideal for relaxing and socialising.
Upstairs there are four double bedrooms, meaning...","£296,995",0141 392 0468,https://www.rightmove.co.uk//property-for-sale/property-86204462.html
2 bedroom flat for sale,"Onslow Drive, Dennistoun, Glasgow, G31 2PG",29/05/2020,"***SEE VIDEO***Keys Estate Agents are delighted to offer to the market this outstanding traditional sandstone garden flat, set within the popular and sought after address of Onslow Drive, nestled in t...","£164,950",0141 392 0463,https://www.rightmove.co.uk//property-for-sale/property-70789245.html
3 bedroom semi-detached villa for sale,"Corrie Road, Kilsyth, North Lanarkshire, G65",29/05/2020,Penworth Properties are delighted to bring to the market this 3 bedroom semi detached villa with garage & driveway. Set within a popular location of Kilsyth and close to local amenities and schools. Must be viewed to be fully appreciated.,"£120,000",01236 355042,https://www.rightmove.co.uk//property-for-sale/property-75705646.html
2 bedroom flat for sale,"Woodlands Drive , Woodlands, Glasgow, G4",29/05/2020,"Sitting in an excellent position in the Woodlands area within a tree lined drive, this spacious two bedroom ground floor flat in a sandstone building.","£199,950",0141 392 0445,https://www.rightmove.co.uk//property-for-sale/property-67675272.html
1 bedroom flat for sale,"62 Thornwood Avenue, Glasgow, G11",29/05/2020,Delighted to welcome to the market this truly stunning ground floor tenemnt flat in the sought after area of Thornwood Avenue. This property will offer a unique living experience to a fortunate buyer offering an immaculately presented property within an attractive red sandstone tenement with g...,"£130,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-87233798.html
3 bedroom detached house for sale,"Burns Gardens, Blantyre, Glasgow",28/05/2020,Occupying a sweeping corner plot within the highly admired Priory Bridge area of Blantyre is this larger style detached villa which would be the perfect family purchase. Offering substantial accommodation over two levels and enjoying an open outlook to front this is an exceptional property.,"£175,000",01698 650068,https://www.rightmove.co.uk//property-for-sale/property-92816222.html
2 bedroom flat for sale,"Coplaw Street, Glasgow",28/05/2020,"Rarely available within this stunning sandstone building which was formerly the HQ for the 7th Battalion Camerionains, this two bedroom conversion has been fully upgraded by the current owner to form excellent, well proportioned accommodation, finished to a high standard, ideally located with all...","£115,000",0141 392 0192,https://www.rightmove.co.uk//property-for-sale/property-80222137.html
3 bedroom terraced house for sale,"Salisbury, Calderwood, East Kilbride, South Lanarkshire, G74",28/05/2020,Rarely available larger style four bedroom mid terraced villa situated within Calderwood. The property has been well maintained and upgraded by the current owners and early viewing is advised to avoid disappointment. The property comprises a spacious reception hallway which provides access to all...,"£130,000",01355 516008,https://www.rightmove.co.uk//property-for-sale/property-89506904.html
4 bedroom detached villa for sale,"Inverlochy Crescent, Glasgow, G33 5ES",28/05/2020,This rarely available 4 bedroom detached house with single integral garage located in a sought after estate has been fantastically designed to meet the needs of modern lifestyles. Th...,"£215,000",0141 392 0900,https://www.rightmove.co.uk//property-for-sale/property-92815724.html
4 bedroom apartment for sale,"Loudon Terrace, Dowanhill, Glasgow",28/05/2020,"IN EXCEPTIONAL CONDITION, THIS SURPRISINGLY SPACIOUS FIVE APARTMENT FLAT ENJOYS A PRIME, CONVENIENT, WEST END LOCATION ON THE CORNER OF LOUDON TERRACE AND BYRES ROAD. This impressive, large, five apartment flat is situated on a prominent corner with the main windows onto Byres Road an...","£315,000",0141 392 0201,https://www.rightmove.co.uk//property-for-sale/property-81375724.html
1 bedroom apartment for sale,"Southbrae Drive,
Glasgow,
G13",27/05/2020,"Remote reservations are now available. Our Sales Consultants are on hand to discuss this home - get in touch online or give us a call. Reserve for ?99. This stunning ground floor apartment enjoys a bright sun terrace and landscaped private garden area, and is available ready for you complete with...","£230,000",0141 392 0009,https://www.rightmove.co.uk//property-for-sale/property-92790347.html
2 bedroom apartment for sale,"Southbrae Drive,
Glasgow,
G13",27/05/2020,"Remote reservations are now available. Reserve for ?99. Our Sales Consultants are on hand to discuss this home - get in touch online or give us a call.
The luxurious Type J apartment comprises of an open plan living & dining area and two immaculate bedrooms. The high specification finish paired w...","£324,000",0141 392 0009,https://www.rightmove.co.uk//property-for-sale/property-92790344.html
5 bedroom detached house for sale,"Main Street,
Chryston,
Glasgow,
G69 9DH",27/05/2020,"A superb, detached FAMILY home which benefits from generous, open-plan living, front-facing lounge, an integral double garage and welcoming entrance hallway leading to front-facing living room, overlooking the garden. ","£364,995",01236 355079,https://www.rightmove.co.uk//property-for-sale/property-92790302.html
4 bedroom detached house for sale,"35 Limewood Place, Glasgow, G69",27/05/2020,"This delightful modern detached villa offers spacious family accommodation presented to the market in walk in condition throughout. The property forms part of a popular modern development within Bargeddie, particularly well placed for commuting to surrounding areas and Glasgow City Centre. ","£225,000",0141 392 0843,https://www.rightmove.co.uk//property-for-sale/property-92565656.html
2 bedroom apartment for sale,"Nithsdale Road, Pollokshields, Glasgow",27/05/2020,"VIRTUAL VIEWING ONLY An exceptionally spacious second floor flat located in this popular residential development in Pollokshields, close by excellent local amenities, public transport services and the motorway road network system. The property itself is set within resident gardens an...","£169,000",0141 392 0010,https://www.rightmove.co.uk//property-for-sale/property-67552116.html
3 bedroom end of terrace house for sale,"Greenlees Road,
Cambuslang,
G72",26/05/2020,"The Newmore is a three-bedroom home designed for modern family living. Features of the Newmore include entrance hall, downstairs cloakroom, front aspect lounge, spacious, open plan kitchen/dining room with French doors leading out to the rear garden, bedroom one with en suite, and a family bathroom.","£179,995",0141 392 0376,https://www.rightmove.co.uk//property-for-sale/property-92744573.html
2 bedroom flat for sale,"Hurlethill Court, Glasgow, Lanarkshire, G53",26/05/2020,Modern main door elavated ground floor flat set within a sought after courtyard development offering spacious accommodation which will appeal to a broad sector of the market to include first time buyers and downsizers alike. The accommodation comprises of reception hallway which gives ...,"£125,000",0141 392 0101,https://www.rightmove.co.uk//property-for-sale/property-74866783.html
3 bedroom apartment for sale,"Kelvindale Gardens, Kelvindale, Glasgow",26/05/2020,This is a recently refurbished and immediately impressive three bedroom ground floor flat located within a popular modern development. The accommodation has been professionally upgraded and now provides a sleek contemporary finish throughout to include a bright and generously proportioned lounge...,"£129,000",0141 392 0201,https://www.rightmove.co.uk//property-for-sale/property-88837436.html
2 bedroom end of terrace house for sale,"Gamrie Gardens, Glasgow, G53",26/05/2020,"**** UNEXPECTEDLY BACK ON THE MARKET**** Immaculate 2 bedroom End Terrace House. This property is located within a much-admired residential development within the heart of Crookston. The property comprises entrance hall, lounge/dining room, brand new kitchen, 2 bedrooms and family bathroom. ","£135,000",0141 392 0324,https://www.rightmove.co.uk//property-for-sale/property-87013082.html
3 bedroom house for sale,"Castlemains Crescent, Uddingston, Glasgow",26/05/2020,This former show home occupies a prominent corner position within the ever popular Sunnymead development and offers comfortable family living space with private gardens. Built by Stewart Milne Homes circa 2014 in the style of the ?Corrywood? this lovely family home is neutrally decorated.,"£249,950",01698 650083,https://www.rightmove.co.uk//property-for-sale/property-92721794.html
3 bedroom flat for sale,"Harvie Street, Glasgow, G51",26/05/2020,"CONDITIONAL SALE BY ONLINE AUCTION 9TH JULY 2020 AT 9.00AM. Fantastic second floor flat within traditional tenement. 3 double bedrooms, lounge, kitchen and bathroom. Benefits include double glazing. Located in a highly popular area of the South Side of Glasgow this property will have high demand.","£140,000",0141 392 0837,https://www.rightmove.co.uk//property-for-sale/property-92716829.html
