title,address,date,description,price,phone,link
4 bed detached house for sale,"""Strachan"" at Blantyre Mill Road, Bothwell, Glasgow G71",9th Mar 2020,"Stunning detached family home with open-plan kitchen/dining, separate study, and laundry room. Master bedroom with en-suite and built-in wardrobe.","£392,000",0141 376 8305 **,https://www.zoopla.co.uk//new-homes/details/53285139?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
4 bed detached house for sale,"""Mackie"" at Blantyre Mill Road, Bothwell, Glasgow G71",9th Mar 2020,"Beautiful detached home boasts a bay-windowed lounge, open-plan kitchen/dining with french doors leading to the garden. Two bedrooms share a jack and jill en-suite. Garage.","£414,000",0141 376 8305 **,https://www.zoopla.co.uk//new-homes/details/53285138?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
5 bed detached house for sale,"""Kinnaird"" at Blantyre Mill Road, Bothwell, Glasgow G71",9th Mar 2020,"Beautiful family home with open-plan kitchen/dining area, french doors to garden, master and second bedroom with en-suite. Double garage. Bedroom 5/study.","£426,000",0141 376 8305 **,https://www.zoopla.co.uk//new-homes/details/54416734?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
4 bed detached house for sale,"Plot 55 - Calderpark Gardens, Glasgow G71",9th Mar 2020,"The Juniper is a 4 bedroom detached property featuring open plan living/kitchen area, 4 double bedrooms with master en suite and utility room with integrated garage.","£345,000",0141 376 7260 **,https://www.zoopla.co.uk//new-homes/details/54507572?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
4 bed detached house for sale,"""Fletcher"" at Blantyre Mill Road, Bothwell, Glasgow G71",9th Mar 2020,Elegant detached home with open-plan kitchen/dining featuring french doors to the garden. Beautiful bay-window to the lounge. Two en-suite shower rooms. Garage.,"£395,000",0141 376 8305 **,https://www.zoopla.co.uk//new-homes/details/53646670?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
4 bed detached house for sale,"""Grant"" at Blantyre Mill Road, Bothwell, Glasgow G71",9th Mar 2020,"Stunning detached home with study, open-plan kitchen/dining, french doors to the garden, laundry room. Master bedroom en-suite with walk-in wardrobe.","£385,000",0141 376 8305 **,https://www.zoopla.co.uk//new-homes/details/53285136?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
4 bed detached house for sale,"Plot 37 - Calderpark Gardens, Glasgow G71",9th Mar 2020,"Calderpark Gardens is an innovative and stylish development of 55,3,4 & 5 bedroom detached homes, offering seven contemporary house styles. Show home open Thursday - Monday.","£305,000",0141 376 7260 **,https://www.zoopla.co.uk//new-homes/details/54507568?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Nethercairn Road, Flat G/R, Mansewood, Glasgow G43",9th Mar 2020,"HD Property Video Available. Freshly decorated throughout a well presented two bedroom apartment positioned on the ground floor of a refurbished building benefiting from secure entry, gas central heating, double glazing and a large private garden to ...","£79,000",0141 376 9406 **,https://www.zoopla.co.uk//for-sale/details/54029177?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
4 bed detached house for sale,"Plot 45 - Calderpark Gardens, Glasgow G71",8th Mar 2020,"Marketing Suite Now Open. Calderpark Gardens is an innovative and stylish development of 55,3 & 4 bedroom detached homes, featuring a choice of seven contemporary house styles.","£293,000",0141 376 7260 **,https://www.zoopla.co.uk//new-homes/details/54503145?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed end terrace house for sale,"Monkscroft Gardens, Broomhill, Glasgow G11",8th Mar 2020,"A flawlessly upgraded, two bedroom, end terrace villa, situated within a quiet residential cul-de-sac whilst benefiting from true move in condition, convenient West End location and private gardens to the front and rear. EPC Band C. HD Video Available.","£195,000",0141 376 9403 **,https://www.zoopla.co.uk//for-sale/details/54501420?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed semi-detached house for sale,"Oakhill Avenue, Mount Vernon G69",8th Mar 2020,"Modern Privately Built 3 Bedroom Semi-Detached Villa on Good Size Plot With Landscaped Gardens, Gas Central Heating, Double Glazing, Modern Dining Kitchen, Smart Family Bathroom With Electric Shower, Viewing Advised.","£160,000",0141 376 8851 **,https://www.zoopla.co.uk//for-sale/details/54501355?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Ellerslie Road, Glasgow G14",7th Mar 2020,"The Express Estate Agency is proud to offer this Two Bedroom Flat – all interest and offers are invited. *Guide Price: £115,000 - £125,000*","£115,000",0333 016 5458 **,https://www.zoopla.co.uk//for-sale/details/54499911?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
1 bed flat for sale,"198, Calder Street, Flat 1-1, Glasgow G427Pe G42",7th Mar 2020,"** sale by auction - 19 June 2020, Deadline for Offers ** Centrally located First Floor one bedroom flat presented ready to rent at realistic guide price *** Popular address *** sale: 198 Calder Street, Flat 1-3, Glasgow G42 7PE - £90,500 (Historic sale).","£55,000",0141 376 8805 **,https://www.zoopla.co.uk//for-sale/details/54496954?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed semi-detached house for sale,"Mcdonald Drive, The Orchard, Glasgow G20",6th Mar 2020,"***see video***Keys Estate Agents are delighted to offer to the market this amazing former show home known as The Stirling, by Keepmoat Homes. This modern semi villa comprises, welcoming hallway, bright spacious lounge, fantastic large dining kitchen ...","£189,950",0141 376 8998 **,https://www.zoopla.co.uk//for-sale/details/54494044?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed semi-detached house for sale,"Auldgirth Road, Glasgow, Lanarkshire G52",6th Mar 2020,"Enjoying a prime location within the sought after Mosspark area of Glasgow, this four apartment semi detached villa which offers a great level of family accommodation and is sure to appeal to a broad sector of the market. (contd...)","£170,000",0141 376 8797 **,https://www.zoopla.co.uk//for-sale/details/54493055?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Ellesmere Street, Hamiltonhill, Glasgow G22",6th Mar 2020,"This is an excellent opportunity to acquire a lower cottage flat, were the current owners have created a property that is in walk in condition, set in a block of four located within a popular residential pocket of Hamiltonhill. (contd...)","£70,000",0141 376 8796 **,https://www.zoopla.co.uk//for-sale/details/54493044?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
1 bed flat for sale,"Cumbernauld Road, Dennistoun, Glasgow G31",6th Mar 2020,"Slater Hogg & Howison are delighted to bring to the market, this one bedroom traditional property set within the heart of the ever popular ""Area ""of Dennistoun. The accommodation on offer is of traditional layout which only adds to the character and ...","£100,000",0141 376 8796 **,https://www.zoopla.co.uk//for-sale/details/54493045?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Malloch Street, North Kelvinside, Glasgow G20",6th Mar 2020,"A modern two bedroom, first floor apartment enjoying a popular location close to all amenities in and around the West End. The accommodation comprises reception hallway with built in storage cupboard, security entry phone system. (contd...)","£130,000",0141 376 8387 **,https://www.zoopla.co.uk//for-sale/details/54493041?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Firpark Close, Dennistoun, Glasgow G31",6th Mar 2020,"Very well positioned within this popular modern development is this ground floor 2 bedroom apartment. The Firpark development benefits from secure residents parking and is very well placed for access to Glasgow city centre, Merchant City and the M8 ...","£140,000",0141 376 8388 **,https://www.zoopla.co.uk//for-sale/details/54493035?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
4 bed detached house for sale,"Herries Road, Pollokshields, Glasgow G41",6th Mar 2020,"HD Property Video Available. A rare and wonderfully charming detached ""Arts & Crafts"" villa set in well maintained mature garden grounds within this enviable residential enclave. Originally commissioned to be built for the renowned Glasgow coal ...","£550,000",0141 376 9406 **,https://www.zoopla.co.uk//for-sale/details/54490824?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Kingston Road, Neilston G78",6th Mar 2020,An extremely well presented first floor flat which has been upgraded by the current vendor. This property offers spacious accommodation within the popular village of Neilston and would be ideally suited to a first time buyer or those looking to downsize.,"£69,950",0141 376 9571 **,https://www.zoopla.co.uk//for-sale/details/54489715?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
Studio for sale,"28 Lethington Avenue, Glasgow G41",6th Mar 2020,"*video viewing availability* Well presented studio flat within the ever popular Shawlands area of Glasgow's south side. The property is located within a successful and convenient development. The accommodation extends to entrance, bright lounge with ...","£75,000",024 7511 8874 **,https://www.zoopla.co.uk//for-sale/details/54488599?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed terraced house for sale,"Cherrybank Gardens, Newton Mearns, Glasgow, East Renfrewshire G77",6th Mar 2020,"This fantastic mid terrace villa is located in a modern development within the highly sought after Newton Mearns area, close to the Avenue Shopping Centre and excellent transport links. (contd...)","£210,000",0141 376 8802 **,https://www.zoopla.co.uk//for-sale/details/54488019?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed end terrace house for sale,"Letham Oval, Bishopbriggs, Glasgow, East Dunbartonshire G64",6th Mar 2020,"Located in the sought after Letham Oval in Bishopbriggs, this is an excellent opportunity to acquire a modern end terrace villa set on desirable cul-de-sac with well proportioned living accommodation over two levels. (contd...)","£145,000",0141 376 8316 **,https://www.zoopla.co.uk//for-sale/details/54487975?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
4 bed detached house for sale,"Vryburg Crescent, Lindsayfield, East Kilbride G75",6th Mar 2020,This 4 bedroom detached villa is upgraded to a very high standard throughout. It is within Lindsayfield an area very popular with young families. It is set within charming gardens to the front and rear and has a driveway for 3 cars.,"£210,000",01355 385948 **,https://www.zoopla.co.uk//for-sale/details/54487751?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Dalkeith Avenue, Dumbreck, Glasgow G41",6th Mar 2020,HD Property Video Available. A fantastic bright and spacious upper conversion that occupies the entire first floor of this blonde sandstone detached villa. Located in the popular residential enclave of Dumbreck and situated moments from major ...,"£275,000",0141 376 9406 **,https://www.zoopla.co.uk//for-sale/details/54487338?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed terraced house for sale,"Deanwood Avenue, Glasgow G44",6th Mar 2020,"Allen and Harris are delighted to bring to the market this traditional mid terraced villa. With open aspects to the front, generous and versatile family accommodation over 3 levels, this property offers the purchaser an outstanding development ...","£285,000",0141 433 0319 **,https://www.zoopla.co.uk//for-sale/details/54486588?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed terraced house for sale,"Cairnhill Circus, Crookston, Glasgow G52",6th Mar 2020,Well-presented 3-bedroom mid-terrace family home in the popular locale of Crookston. The property has been well-maintained by the current owner and will delight all who view. Early and internal viewing is highly recommended.,"£125,000",0141 433 6644 **,https://www.zoopla.co.uk//for-sale/details/54486556?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Paisley Road West, Glasgow G52",6th Mar 2020,"The suburb of Bellahouston lies to the South West of Glasgow City Centre and offers a wealth of amenities for couples and families alike. There are local shops on Paisley Road West, which cater for day to day requirements and Paisley Town Centre, ...","£83,000",0141 376 7272 **,https://www.zoopla.co.uk//for-sale/details/54486433?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed terraced house for sale,"Elliot Crescent, Calderwood, East Kilbride G74",6th Mar 2020,"This three-bedroom terraced family home is set within popular area of Calderwood. It is close to major bus services, primary and secondary schools, sports and recreational facilities.","£110,000",01355 385948 **,https://www.zoopla.co.uk//for-sale/details/54486419?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed flat for sale,"Ruel Street, Cathcart G44",6th Mar 2020,"Shanta Residential are delighted to present this enviable three bedroom property in popular Cathcart, Glasgow. With excellent public transport links, the property is ideally situated for those looking to commute to the city. With a secure entry ...","£130,000",0141 376 8290 **,https://www.zoopla.co.uk//for-sale/details/54483724?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"""The Berkeley"" at Pinkston Road, Glasgow G4",6th Mar 2020,"Amazing incentives when reserving now Plot 193: Now with bronze flooring package & high gloss kitchen units upgrade. The Berkeley is our modern and stylish 2 bedroom second floor apartment. Filled with natural light, spacious bedrooms and handy ...","£183,000",0141 376 3520 **,https://www.zoopla.co.uk//new-homes/details/54482368?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
1 bed flat for sale,"Walter Street, Haghill, Dennistoun G31",5th Mar 2020,"***see video*** Keys Estate Agents are delighted to present to the market, this traditional top floor tenement flat, positioned on the corner of Walter Street, Haghill, Dennistoun. The property on offer comprises welcoming entrance hallway, bright ...","£65,000",0141 376 8998 **,https://www.zoopla.co.uk//for-sale/details/54480642?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
1 bed flat for sale,"Gartloch Road, Glasgow G33",5th Mar 2020,"A rarely available, one bedroom flat, conveniently located for a host of amenities including Hogganfield Nature Reserve and Loch. This fabulous property comprises of a welcoming reception hall, spacious lounge with space for a dining table, fitted ...","£49,999",020 8128 0677 **,https://www.zoopla.co.uk//for-sale/details/54480267?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed semi-detached house for sale,"Lochinver Drive, Glasgow G44",5th Mar 2020,"****virtual viewings available**** Offering to the market this family size semi detached villa situated within a popular Cathcart address and close to all local amenities. The spacious accommodation comprises entrance porch, reception hall, large ...","£215,000",024 7511 8874 **,https://www.zoopla.co.uk//for-sale/details/54480240?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed detached bungalow for sale,"Valhalla, Lochlibo Road, Neilston G78",5th Mar 2020,"Situated in a hamlet of only six properties sits this beautifully presented detached bungalow in rare to the market location only 1.1 miles from Dalmeny Park Hotel, Barrhead and adjacent to the Lochlibo Road allowing those who commute easy access to ...","£225,000",0141 376 8900 **,https://www.zoopla.co.uk//for-sale/details/54479808?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed terraced house for sale,"""The Avon"" at Evie Wynd, Newton Mearns, Glasgow G77",5th Mar 2020,"Remote reservations are now available. Our Sales Consultants are on hand to discuss this home - get in touch online or give us a call. You?ll instinctively feel at home in this delightful three bedroom home, where the whole family can relax in ...","£297,995",01324 315750 **,https://www.zoopla.co.uk//new-homes/details/54478843?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed terraced house for sale,"""The Allan"" at Evie Wynd, Newton Mearns, Glasgow G77",5th Mar 2020,"Remote reservations are now available. Our Sales Consultants are on hand to discuss this home - get in touch online or give us a call. Expect high specification as standard ? Did you know, where design dictates, our 3 bedroom terraced homes at ...","£279,995",01324 315750 **,https://www.zoopla.co.uk//new-homes/details/54478844?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed terraced house for sale,"""The Allan"" at Evie Wynd, Newton Mearns, Glasgow G77",5th Mar 2020,"Remote reservations are now available. Our Sales Consultants are on hand to discuss this home - get in touch online or give us a call. Expect high specification as standard ? Did you know, where design dictates, our 3 bedroom terraced homes at ...","£282,995",01324 315750 **,https://www.zoopla.co.uk//new-homes/details/54478845?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed semi-detached house for sale,"Muirshiel Crescent, Glasgow, Lanarkshire G53",5th Mar 2020,This three bedroom modern semi-detached villa is located within a cul de sac setting within a popular residential crescent. The property offers a great level of family living and has been upgraded to a high finish and specification throughout. (contd...),"£150,000",0141 376 8797 **,https://www.zoopla.co.uk//for-sale/details/54477234?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"55 Crusader Avenue, Knightswood, Glasgow G13",5th Mar 2020,"Very well presented main door two bedroom upper cottage flat in a popular location close to local shops, transport and canal walkways. EPC - D","£105,000",0141 376 9427 **,https://www.zoopla.co.uk//for-sale/details/54476980?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Mitchell Way, Uddingston, Glasgow G71",5th Mar 2020,"This immaculate and beautifully presented top floor flat offers modern, freshly decorated rooms which are bright and airy whilst conveniently located within close proximity to Uddingston Main Street. The flat was built by Springfield Homes circa 2016 ...","£160,000",01698 599806 **,https://www.zoopla.co.uk//for-sale/details/54476153?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"1, Aidans Brae, Clarkston, Glasgow G76",5th Mar 2020,"HD Video Available. Retirement flat. Occupying a fantastic position on the upper ground floor of this highly desirable and centrally located retirement development, this larger style two bedroom apartment enjoys good privacy, set towards the end of ...","£185,000",0141 376 9405 **,https://www.zoopla.co.uk//for-sale/details/54475857?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed end terrace house for sale,"Pointpark Crescent, Uddingston, Glasgow G71",5th Mar 2020,"This larger sized, three bedroomed, end terraced villa sits at the end of a traffic free cul-de-sac and offers well-proportioned living accommodation and private gardens. Built by Stewart Milne homes circa 2014, this lovely family home is ...","£199,950",01698 599806 **,https://www.zoopla.co.uk//for-sale/details/54475383?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed semi-detached house for sale,"Cairngorm Road, Mansewood, Glasgow G43",5th Mar 2020,"HD Property Video Available. A beautiful 3 bedroom semi-detached home situated in the desirable Mansewood area of Glasgows South side. Incorporating a high efficiency gas heating and heat exchange system, this highly insulated home will deliver a ...","£298,000",0141 376 9406 **,https://www.zoopla.co.uk//for-sale/details/52658928?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Shuna Court, Ruchill, Glasgow G20",5th Mar 2020,"Set within the ever popular Cruden Homes Development, this well appointed luxury ground floor flat offers exceptional living space. (contd...)","£125,000",0141 376 8795 **,https://www.zoopla.co.uk//for-sale/details/54475032?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed flat for sale,"Cardon Square, Braehead, Renfrew PA4",5th Mar 2020,Luxuriously appointed first floor Apartment spread over around 1200 square feet overlooking the River Clyde at Ferry Village. The impressive three bedroom property is offered to the market in excellent order throughout. This contemporary home is ...,"£169,950",0141 376 0213 **,https://www.zoopla.co.uk//for-sale/details/54474947?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed flat for sale,"2/1, 31 Napiershall Street, Glasgow, Lanarkshire G20",5th Mar 2020,"Enjoying a much admired and sought after Kelvinbridge location, ideally placed for local amenities along Great Western Road and with access to both the City Centre and West End. This is an impressive modern second floor, three bedroom flat benefitting ...","£210,000",0141 376 8387 **,https://www.zoopla.co.uk//for-sale/details/54474933?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
1 bed flat for sale,"Shakespeare Street, N Kelvinside, Glasgow G20",5th Mar 2020,Refurbished circa 2006 to a very high standard is this traditional ground floor one bedroom tenement apartment with modern improvements made throughout. (contd...),"£100,000",0141 376 8387 **,https://www.zoopla.co.uk//for-sale/details/54474932?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed terraced house for sale,"Quebec Wynd, Glasgow, Lanarkshire G32",5th Mar 2020,Very well presented terraced house located close to local amenities and transport links that is sure to appeal to a wide range of buyers. The property comprises of welcoming hallway with all main apartments leading off. (contd...),"£99,000",0141 376 8791 **,https://www.zoopla.co.uk//for-sale/details/54474914?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
1 bed flat for sale,"Sadlers Wells Court, East Kilbride, Glasgow G74",5th Mar 2020,"Presented in fresh and neutral decorative order, this generously appointed apartment enjoys striking panoramic views from all windows and boasts notably bright accommodation throughout.","£35,000",0141 433 0318 **,https://www.zoopla.co.uk//for-sale/details/54474458?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Dalbeth Road, Tollcross G32",5th Mar 2020,"***video tour*** 2 Bedroom Larger Style Ground Floor Flat With Sun Balcony, Excellent Storage Throughout, Requiring Refurbishment, Gas Central Heating, PVC Double Glazing, Balcony.","£49,995",0141 376 8851 **,https://www.zoopla.co.uk//for-sale/details/54459048?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Park Terrace, East Kilbride, Glasgow G74",5th Mar 2020,"***back on market*** Two bedroom top floor flat in popular locale close to the Village requiring a degree of upgrading. Open outlooks, sun balcony and secure entry. The property comprises of welcoming hallway with storage cupboard, spacious ...","£70,000",01355 385021 **,https://www.zoopla.co.uk//for-sale/details/54472509?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Southbrae Gardens, Glasgow, Lanarkshire G13",5th Mar 2020,A spacious luxury apartment located within the heart of the sought after Jordanhill.,"£249,999",0141 376 8743 **,https://www.zoopla.co.uk//for-sale/details/54463805?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Plot 3 - The Works, Gilbert Street G3",4th Mar 2020,"Plot 3 - The Works is a spacious ground floor type C apartment with open plan living/kitchen area, 2 double bedrooms with master en suite, alarm and video entry.","£249,995",0141 376 7260 **,https://www.zoopla.co.uk//new-homes/details/54468099?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Plot 2 - City Garden Apartments, St. Georges Road, Glasgow G3",4th Mar 2020,"Plot 2, a contemporary 2 bedroom apartment with private balcony, open plan living kitchen/dining space, study and feature floor to ceiling windows and allocated parking.","£325,000",0141 376 7260 **,https://www.zoopla.co.uk//new-homes/details/54468100?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Northwood Close, Glasgow, Lanarkshire G43",4th Mar 2020,Truly stunning and immaculately presented ground floor luxury modern flat situated in a much sought after and central residential location. (contd...),"£135,000",0141 376 8389 **,https://www.zoopla.co.uk//for-sale/details/54466844?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
4 bed property for sale,"Langhaul Road, Glasgow, Lanarkshire G53",4th Mar 2020,"Truly stunning luxury detached villa set within a sought after location offering a wealth of accommodation throughout. This substantial family home comprises welcoming reception hallway, most impressive lounge, dining room/bedroom five, modern fitted ...","£240,000",0141 376 8389 **,https://www.zoopla.co.uk//for-sale/details/54466845?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
2 bed flat for sale,"Calderpark Terrace, Uddingston, Glasgow G71",4th Mar 2020,"Countrywide Estate Agents are delighted to present to the market, this lovely third floor modern flat, set within the popular and much sought after address of Calderpark Terrace, Uddingston. (contd...)","£108,000",0141 376 8791 **,https://www.zoopla.co.uk//for-sale/details/54466838?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed property for sale,"Loch Loyal, East Kilbride, Glasgow G74",4th Mar 2020,A very well presented mid terrace villa set within a popular residential locale. The property is sure to appeal to a full range of buyers and offers a spacious layout of apartments which are formed over 2 levels. Internally the home has been finished ...,"£119,995",01698 599807 **,https://www.zoopla.co.uk//for-sale/details/54463578?search_identifier=af18098e4d8f0cd9e824b096eb1ac400
3 bed flat for sale,"The Avenues, Sutherland Avenue, Pollokshields, Glasgow G41",4th Mar 2020,The Avenues is an exclusive development of 24 bespoke three bedroom luxury apartments. A large three bedroom first floor apartment with private balcony situated within The Hamilton Collection. A central hallway takes you through the heart of this ...,"£406,000",0141 376 9406 **,https://www.zoopla.co.uk//new-homes/details/54463047?search_identifier=0166127156f5032453ea593d21d94957
3 bed flat for sale,"The Avenues, Sutherland Avenue, Pollokshields, Glasgow G41",4th Mar 2020,The Avenues is an exclusive development of 24 bespoke three bedroom luxury apartments. A large three bedroom ground floor apartment with private terrace situated within The Hamilton Collection. A welcoming hallway leads to the spacious open plan ...,"£405,000",0141 376 9406 **,https://www.zoopla.co.uk//new-homes/details/54462846?search_identifier=0166127156f5032453ea593d21d94957
1 bed flat for sale,"27, Lyne Drive, Glasgow G235Ax G23",4th Mar 2020,"** sale by auction - 19 June 2020, Deadline for Offers ** Modern one bedroom main door Flat in popular pocket. Quiet cul de sac street with parking. Benefits from tidy gardens and private aspects. Sale: 1, Lyne Drive, Glasgow G23 5AX - £125,000 *** ...","£68,000",0141 376 8805 **,https://www.zoopla.co.uk//for-sale/details/54462653?search_identifier=0166127156f5032453ea593d21d94957
2 bed semi-detached house for sale,"Whyte Avenue, Cambuslang, Glasgow G72",4th Mar 2020,Charming two bedroom semi detached villa enjoying a cul de sac position within this popular residential area. Ideally suited to young and old alike or first time buyers. Early viewings are highly recommended to appreciate this family home.,"£119,995",0141 376 9475 **,https://www.zoopla.co.uk//for-sale/details/54462570?search_identifier=0166127156f5032453ea593d21d94957
2 bed flat for sale,"Edinbeg Avenue, Toryglen, Glasgow G42",4th Mar 2020,"Austin Beck Estate Agents presents this lovely and very spacious 2 bedroom, preferred top floor flat with private balcony within a refurbished building with open views across Glasgow. EER Band C","£73,000",0141 433 0323 **,https://www.zoopla.co.uk//for-sale/details/54462147?search_identifier=0166127156f5032453ea593d21d94957
2 bed semi-detached bungalow for sale,"30 Ettrick Crescent, Rutherglen, Glasgow G73",4th Mar 2020,"**3D tour available** This is a really impressive, traditional 1930s, semi-detached bungalow, fully refurbished and in show home condition, occupying a commanding position with outstanding open views across Glasgow. EPC - D.","£239,995",0141 376 9384 **,https://www.zoopla.co.uk//for-sale/details/54462050?search_identifier=0166127156f5032453ea593d21d94957
2 bed flat for sale,"Newlands Road, Glasgow, Lanarkshire G44",4th Mar 2020,A truly stunning two bedroom flat occupying a prime Southside location in a unique charming church conversion. The former Church which was redeveloped by ccg benefits from communal landscaped garden within the heart of Cathcart. (contd...),"£175,000",0141 376 8797 **,https://www.zoopla.co.uk//for-sale/details/54461895?search_identifier=0166127156f5032453ea593d21d94957
3 bed terraced house for sale,"Lochlea Road, Glasgow, Lanarkshire G43",4th Mar 2020,"A traditional sandstone mid terraced villa within a sought after and exclusive pocket of Newlands. Offering family accommodation and presented in excellent condition throughout, the property is sure to appeal to a broad sector of the market. (contd...)","£265,000",0141 376 8797 **,https://www.zoopla.co.uk//for-sale/details/54461894?search_identifier=0166127156f5032453ea593d21d94957
3 bed semi-detached house for sale,"Kingston Avenue, Neilston, Glasgow, East Renfrewshire G78",4th Mar 2020,This spacious and well proportioned modern semi-detached chalet villa offers superb family accommodation across two levels. The property has been extensively modernised and upgraded by the current owners and is presented in immaculate condition ...,"£150,000",0141 376 8384 **,https://www.zoopla.co.uk//for-sale/details/54461834?search_identifier=0166127156f5032453ea593d21d94957
3 bed end terrace house for sale,"Dunlop Avenue, Barrhead, Glasgow, East Renfrewshire G78",4th Mar 2020,"This wonderful end terrace townhouse offers contemporary accommodation over three levels.The family accommodation on offer extends to reception hallway, lounge, luxury kitchen, utility, wc, three bedrooms, family bathroom and luxury en-suite. (contd...)","£180,000",0141 376 8385 **,https://www.zoopla.co.uk//for-sale/details/54460580?search_identifier=0166127156f5032453ea593d21d94957
1 bed flat for sale,"Tollcross Road, Tollcross G32",4th Mar 2020,"Good Sized 1 Bedroom Second Floor Flat With Modern Kitchen, Smart Bathroom With Shower, Gas Central Heating, PVC Double Glazing, Superb Locale, Close To Amenities, Viewing Advised.","£61,000",0141 376 8851 **,https://www.zoopla.co.uk//for-sale/details/54440603?search_identifier=0166127156f5032453ea593d21d94957
2 bed terraced house for sale,"Randolph Drive, Clarkston, Glasgow G76",4th Mar 2020,A notably bright and stylishly presented mid-terraced home boasting a thoughtfully re-configured interior and complimented by striking panoramic views to the front.,"£155,000",0141 433 0318 **,https://www.zoopla.co.uk//for-sale/details/54457325?search_identifier=0166127156f5032453ea593d21d94957
2 bed flat for sale,"Rockmount Avenue, Barrhead, Glasgow G78",4th Mar 2020,"***2 bedroom ground floor flat with front and rear door. Superb area, superb value. Home report value of £72,500***","£67,500",0141 376 0361 **,https://www.zoopla.co.uk//for-sale/details/54456505?search_identifier=0166127156f5032453ea593d21d94957
5 bed detached house for sale,"""Hutton Grand"" at Barhill Way, Bearsden, Glasgow G61",4th Mar 2020,"-new-personalised home moving advice service. Contact us via telephone, email or live chat: Ideal for families, the Hutton Grand house style offers flexibility over three generous floors and over 2340 sq ft of space. It provides additional storage ...","£602,995",0141 376 7214 **,https://www.zoopla.co.uk//new-homes/details/54451359?search_identifier=0166127156f5032453ea593d21d94957
